Longitude,Latitude
27.043736,61.841656
27.1959371,61.6941
27.309896,61.691218
22.88448336,60.58669079
25.90533,62.37378
22.40053886,60.48516455
21.58453,59.82683
22.71965,60.861335
22.15667,60.467
28.624771285,66.826260942
29.510655,62.618856
22.048788,60.071521
24.136385507,61.555849766
23.83879,60.76926
21.93864,60.30004
22.42461,60.64829
24.278926329,61.836030953
23.681870451,67.816813257
25.94088,62.45997
25.809626305,62.27654457
24.48393,63.57602
24.0670538,62.891593
24.335639,62.570269
25.72016,62.17884
23.6872,61.15064
24.099475436,61.896840538
24.345684016,61.510432428
24.498230277,61.526052412
23.410455,59.901923
24.298104143,61.333237492
27.658312,61.577494
23.531743855,61.607978267
24.339676643,61.496061368
23.53478,67.68024
22.76232,61.218676
23.103020621,62.101975348
23.871231,61.457207
23.77919,61.20428
29.77163,62.595869
22.90386,61.35162
23.586929556,61.643518732
23.51366,61.51669
27.246953,61.675586
25.35646,66.707301
23.62912,60.7664
24.672340595,61.516247246
24.406681253,61.331686607
24.428877693,61.477674762
24.061577422,61.549630212
24.185841,62.844823
23.18564,61.15039
27.151203,61.750605
22.953,61.27178
28.595698182,66.546575004
23.93957,60.69362
23.755554848,61.30983571
25.666002,62.13887
24.669148092,61.798700562
25.76881,68.16172
22.865095,60.946555
23.150310032,61.95911249
23.616555,62.600358
22.978177553,62.170440235
26.566602,67.420706
23.520409068,61.73071431
24.67123328,61.384687075
24.136389198,61.608614199
24.211467608,61.613179624
27.381706,61.553639
24.637514,62.033895
23.93143,61.55555
23.716711923,61.260996625
24.44198022,61.514167559
23.81142,61.43761
23.81175,63.001793
24.060123,62.7324358
22.114041,61.156043
23.670741,61.59532
23.807497903,61.299239364
27.212362,61.394099
23.577334328,62.015724894
24.463464843,61.706717656
27.632546,61.599008
24.339935,62.999339
27.0155,61.363274
29.761662,62.628324
23.79501,61.50859
23.19478633,63.84609706
27.076482,60.650572
26.721957536,67.662027759
24.164505961,61.555826316
23.16792,61.41431
23.671831587,61.611032369
24.58457,61.980706
23.565311937,61.665037759
24.476776407,61.886640992
24.056176746,61.367118802
27.309751,61.551356
23.86908783,61.621699082
24.025571466,61.651591417
23.09141,61.12138
24.038746614,62.271894403
23.58522,60.8194
24.296949077,61.748246835
23.613654786,61.893930561
23.281918,60.804591
23.87231,60.7897
24.48215464,61.89099059
23.62782,60.92883
28.360216215,66.503956061
24.887169325,61.378644217
23.627673,67.499143
24.298833938,61.786901682
23.604654022,61.798185935
24.604920876,61.348417572
23.478267718,61.310007982
24.130933,62.153757
24.194848431,62.006593778
27.35832,60.511396
23.827398078,61.675943575
26.97957,60.4676386
23.566758856,61.247767892
24.564406044,61.845168388
24.116979749,61.945050747
23.847268,61.501516
23.90915,61.48472
26.62125,63.64299
23.541914304,61.417496824
23.78334,61.48716
26.749477,60.477102
29.103975,69.665537
22.92501699,62.80155672
23.64139302,61.420820821
23.850095,63.070299
24.094615722,61.53470827
26.117055,66.277688
23.84604,63.174833
26.235054,68.758364
25.75308,62.2091
27.22726,63.59601
24.268616901,61.538182187
23.624849588,61.465928353
24.826042522,61.422539771
24.707426349,68.00451407
23.992639,61.496686
27.43034,61.563587
23.561275974,61.441948592
23.545170543,61.950979097
23.887324623,61.616844011
24.539037,63.266889
23.785816966,61.41518075
23.959599009,61.637159448
23.805313,63.123757
27.368016,61.509801
27.264289,61.505215
23.565590647,61.32828964
23.334909763,61.514605086
23.100724624,61.53220627
23.580283392,62.166989295
22.380338,62.615878
24.124721,62.555161
28.674659603,66.83418557
24.20412232,61.508177383
24.621416421,61.351845206
27.206558,61.996434
24.182113554,61.419679619
27.071123,61.671224
22.841322772,61.500192494
22.739253,61.48639149
24.734002,62.248777
23.837940911,61.749763431
24.702018,62.039703
27.628795662,67.468079952
28.313395,68.846493
23.115449,62.150129
24.297785986,62.059435996
24.911542,60.349672
23.696350334,61.749203066
31.2956342,62.6491689
24.455815,61.961653
23.37364112,61.312506592
23.74009,61.4978
23.817021616,61.259002129
24.207806262507432,63.40746474586682
30.940284,62.551942
22.913012728,62.025334139
23.334693,61.806124
23.133295721,61.691615128
22.861990866,61.548674603
23.857275358,61.370714963
23.61863983,61.388909083
23.396993793,61.251587606
23.309304982,61.337471533
24.617483351,61.327284281
24.597721454,62.124794358
23.936091,62.803492
23.393048,61.288233
25.7826883,66.5169512
24.025636484,61.960932784
23.442500934,62.046733269
24.216139396,61.342375169
25.970641904,62.242814481
24.463989,61.794771
25.704551664,62.186126216
24.137221421,61.477636147
27.192535,61.51561
26.00246,62.32729
25.68361,62.138163
25.81201,62.23324
24.147467871,61.578391697
26.931799,61.81413
24.437048,62.051939
23.79936,61.16439
25.866017322690073,64.28774774516341
24.835925,61.506229
23.854634257,62.386862706
24.79137059,61.543461758
23.403720124,62.085993357
23.846914866,61.673790296
24.664845843,61.373032084
24.693642448,61.592325473
24.251065609,61.66814831
23.851817414,61.812256554
23.597722117,61.723643033
22.58577,60.27577
23.394924317,61.708523208
24.605347247,62.047071414
23.6509096,62.4455463
25.170608,62.263186
24.0324453,62.2657608
24.514343,67.442273
27.453648348,66.788964629
23.073199,63.83573
24.690937,63.010868
23.60195891,61.352491846
23.4606,60.67727
23.89594671,62.54407226
24.210862749622674,62.89194136882704
24.090378,61.979511
23.748343,62.979292
23.974936,61.541269
25.078079,67.080551
22.88215192,61.860672942
23.42171415,61.344178176
25.98195819,66.72695967
23.20773,61.09896
25.720012936,62.269637116
23.626027,63.264642
23.35272784,62.5740747
25.695081,62.139521
26.591861,67.412232
23.61325,60.81469
29.162123067,67.133841049
23.277025,61.77498
24.755155,63.477385
25.761854076,62.275265941
24.182861,61.407252
25.720120774,62.24207159
27.388374,61.703014
23.11866,61.23258
22.91001,60.216018
25.753496632,62.261043873
24.868668118,61.334816259
26.38662,60.88306
26.45589,68.754
21.90107,60.72578
24.63566174,61.494029235
24.502677,62.117147
23.51227,60.95954
28.973547868,66.650945411
24.087749297,61.770986029
23.815504426,62.204221737
25.718467,61.891785
27.275327,61.585678
22.86254,60.18633
27.705159,61.639479
22.3660858,60.4192909
22.08926,60.84363
22.7162,60.65348
25.825199,67.266148
21.636608,60.2836
23.82947,61.13491
22.5105828,61.0643886
21.95755,61.122351
26.924428229,66.562269367
22.9810302,62.78754564
23.612804585,61.462871675
26.893313915,65.816324298
25.780024777,62.253079228
25.74182,62.1412
25.237026,66.854414
22.856783,61.04634
23.58573,60.79055
24.200015,63.4689
25.755262479,62.247221822
26.119437,61.754941
24.054887,62.545072
26.498226,65.930389
23.62882718,62.80365669
23.103411,62.485793
22.60294508,62.96303335
22.39257837,62.62633388
26.05247,62.52706
26.720555,67.839777
22.33964,60.1815
22.7246,61.37021
23.05349,61.1555
24.823212115,67.809977108
23.32565,68.5608
24.0627257,63.0328408
23.79027,63.00522
23.983004,63.22169
24.1227975,63.0335636
27.522898,61.322833
27.29815,61.517845
23.949487,62.821439
23.875728506,61.383224456
25.659111,62.127756
27.354369,61.2529
27.316506202,61.4399037005
28.768832291,67.713886446
23.599251518,61.393724897
25.79541,62.22135
27.185451,60.689629
24.504964468,61.617434363
24.82848,68.23135
25.480289084,62.364505671
27.538362,61.75199
26.239835,68.760277
26.74975,60.85943
22.3952,60.3934
21.39513588,60.43915335
26.921085,60.42298
26.1696577,62.2047103
24.685927598,61.366380983
26.896334,66.059115
26.24516,62.28887
25.759751235,62.128920071
25.806229409,62.244843144
24.113448,62.958222
24.2967058,63.037563
25.67758,67.56131833
24.494748,60.935415
26.616479,67.41061
24.83286833,68.11778833
22.65092,61.4207
25.838385,65.917296
23.34842,60.92283
27.423493563,67.493612057
28.614362778,67.60937248
26.730989,65.900462
26.6680836,60.8700121
27.56677826,67.02032213
22.92102328,62.84665429
27.138827,66.033686
26.343927,66.094695
21.7616501,63.0253785
23.618305,60.816993
27.028127,66.095399
22.67131,61.3444
23.012021,60.962926
23.4905,60.87704
28.386519037,67.473116141
27.301374699,66.380952405
27.334366,68.335452
26.616304,67.084571
23.77947,67.93756
24.886376806,67.353648784
24.15650351,62.51304886
25.790395,66.642771
23.05693,60.641475
23.45923,61.13306
25.49335693,66.43304591
23.418699,60.786203
25.94439,62.40884
23.29147,61.10061
22.57165,61.44446
22.991848,60.807843
25.12323534,66.38371102
24.12483,68.154344
25.671688036,62.216006132
28.136539822,66.767618871
26.681135,66.625904
24.038129,62.527383
28.377645944,67.244670811
22.8798,61.23442
25.81098781,66.23613935
25.6771023,66.5322885
25.641467,66.483214
24.3747069,66.8406684
25.680864,62.439941
24.829177,63.666408
27.211396,61.668003
22.352125,60.458255
22.57162,61.44448
22.80848,61.39236
22.90918,61.3575
22.648187,61.238211
23.77056,60.81089
23.71606,60.82992
26.576766,67.427718
24.936218,63.924397
23.91125506,62.60497086
26.267449,60.633357
27.066784,61.541264
22.996193,60.164721
22.70967586,62.96114431
26.97912736,60.57412891
23.471614,63.012866
27.059164,61.714707
27.382779,66.733783
22.45250571,60.82315007
24.535772,63.179882
24.506997,63.181314
27.26747,61.675681
22.24460564,62.60105198
26.94626646,60.53499058
26.867881,66.222531
25.0499,60.23583
22.87011939,62.76972612
23.808442,63.160814
22.63162,60.07757
22.97453766,62.46249022
22.60412474,63.05240336
23.196323,62.220546
26.40357,60.93826
30.095844,62.097678
24.09412547,62.48774559
23.789414,67.937371
22.57724,60.67343
23.800858,67.932498
22.13415,60.47559
22.5865,60.5423
22.10796,60.47497
25.100126,67.040323
21.36848648,60.2229287
26.85595,61.495632
26.657801,60.896384
22.40223,60.28606
24.126037,67.706618
22.21294833,60.44400333
27.296940552,67.248120845
24.924875273,67.477412947
24.82318,67.21935
22.28267,60.27841
26.24204,66.16333
22.24304,60.24818
25.105734087544512,60.370791584995054
26.925206,67.148813
22.27653,60.37193
22.09774098,60.49381915
24.345561,67.525866
24.583969,64.094408
24.268241,63.783813
24.365772621,61.692626697
24.219842801,61.444592575
26.80316,63.20455
22.01763,60.46914
26.68514667,67.30275
27.260573442,67.00385707
24.4534441,64.6669918
23.445009,60.374479
23.172451,61.661213
22.29046,60.53293
27.585005,61.649319
23.77924,60.58109
27.25837667,67.024778
27.21044333,67.04681833
23.759072,62.659404
23.070774,62.260623
26.71393,61.49969
26.84495,60.8636
22.505495,61.331882
27.560698,61.201838
24.6051001,63.0344118
24.1176211,62.6807443
23.470058,60.245946
23.61449505,63.43438925
21.499321,60.040782
29.003798,61.4470469
22.78494,61.3122
26.104503,65.95901
28.972514,61.854418
23.948693,64.280953
25.439122,66.701019
22.36582,59.95384
23.308654,62.624654
29.085832,61.419064
27.450671,61.330904
24.867666,67.8754112
22.72461201,62.49520436
26.461945,61.059469
27.059334,64.129586
23.3796,63.9281
23.677168,64.056959
26.9493767,65.5453959
27.248142,61.681122
27.286772,61.90905
27.169228,61.871102
26.4891082,65.503275
26.45273,60.79034
27.710322,65.634671
24.665,60.219
29.574251,61.626552
23.0152638,62.55500927
25.1731431,61.8966708
23.134053,60.405427
25.143235,61.561125
24.56662,61.949018
24.875461,62.884471
22.77176333,60.65625833
25.264263,62.806116
24.964081,61.541116
25.293086,61.648449
24.848253,61.841611
25.374754,61.5977566
25.330787,63.025427
27.450916,61.714478
27.442818958,67.192970836
24.4614692,60.7215232
27.648805,61.577402
23.079184,60.146986
28.849859,61.285097
23.328295,60.475479
27.157844,60.586126
25.046679,61.99741
25.296155,61.879255
24.6411,61.99027
27.328027,61.119782
27.12349,61.18288
28.818737,61.293029
25.536668,65.056964
26.863137,60.746846
22.89072303,62.79859893
28.962708,61.260453
24.06177,61.265231
28.539169,60.9591835
22.64237,60.75868
24.805094482728958,60.175579244288805
24.918394389,67.647385315
28.501754,61.313152
23.6446231,63.6265728
24.24309281,62.60450477
24.00828222,62.70168377
28.342844,61.325628
22.3136,63.3881
25.002077,60.790626
29.333142,61.561105
27.4965457,65.4829543
24.80168,60.66255
29.5155,61.55783
28.14846849,62.91274635
25.05887,60.318661
27.85757,60.979441
29.043101647,61.235552019
23.75357626,63.48468533
26.92222,60.48458
23.51400021,63.91937173
27.714304699,65.1568585
22.3628,63.3688
23.0791,63.912
23.59053012,63.58360642
27.680121,61.200857
28.191571,62.385746
22.25105,61.9888
24.991605,60.273347
26.244504,60.582178
22.5118,63.5738
25.165513,61.864788
23.3606019,63.57249598
25.074449,65.65463
25.144272,61.903217
22.2636,63.4773
27.450145,61.233913
28.5058505,61.4468794
23.61053457,64.02237404
22.6807,63.6861
25.285576,61.88944
24.952918706,67.648361245
26.85482,67.342425
24.385564884,61.341432293
23.12221022,63.85038738
28.223083,61.151736
22.899717596,62.171735612
27.120236,65.401961
25.197144,61.562147
24.881192,61.597066
24.10788098,62.55090137
24.186420787,61.56985683
27.629049,62.884471
22.927673148,62.057986046
28.695307,61.176304
24.748989,61.763262
22.7224,63.7363
24.370212148,61.55899779
23.20968,61.632354
26.581725,67.417733
25.821915,62.93848
23.742416008,61.284358649
24.583111312,61.303589495
28.03928997,62.75962036
22.706981,61.821109
29.8336737,61.9115556
23.822426,61.490552
24.738259,65.006602
28.948224,62.71995
25.384212,61.585839
27.773815501,62.494055206
23.022937108,61.555423187
27.2972968,63.155962
24.723165,61.878544
25.087258,61.802454
25.107987,61.861012
25.293982,61.881067
24.711202,61.92736
23.768546326,61.286537676
25.307676,61.878228
25.7777121,62.2615586
23.282488959,61.436120785
24.696059138,61.477745747
27.522801,61.594369
24.15541,68.11356
21.73150701,60.86198625
27.93786984,62.29996608
25.245906,62.115601
25.365242,61.613826
29.995658,63.350893
27.781658,60.931047
28.8513098,64.8941399
28.1359714,61.051045
25.115536,60.223183
25.138017,61.714916
23.688300794,61.879424864
25.081197,61.471261
24.742514,60.226165
24.595803,61.927275
26.68445,60.86773
27.1840545,63.5649181
25.075634,61.846777
28.0724782,61.0517853
30.0395104,61.8139674
27.803116,60.959689
27.868195,61.897578
25.050976,60.236778
28.77115,61.46118
24.996933,62.045115
25.161824,61.872106
28.075358,61.15288
25.6258172,60.9355151
26.922167,60.507413
25.028034,60.227438
28.097867,61.0652358
25.418373,61.783873
24.569086481,62.044889137
27.702496,61.269744
29.480352,61.540226
24.027819,60.224797
23.44167184,63.5525339
22.55223108,62.91588448
27.628706,61.192594
24.974713,60.277664
27.4886085,61.1244499
25.255621,61.815385
28.78571785492498,61.266709159080676
29.062185,65.929779
27.445213,60.917045
28.85366,61.295472
29.429412,61.604539
26.168747,60.613954
27.253946,61.680242
28.2993855,60.8661738
27.321346,61.022822
22.29778414,63.41393173
28.232040963,64.174000546
22.34505054,63.41577386
25.152254,61.570874
27.151753242327953,60.576494889323165
23.53712361,64.00505883
25.151718,61.479233
24.70293,60.164743
27.749024,61.187672
24.952708,61.589642
23.04973947,63.37673498
23.76084598,63.49385667
22.87331051,63.57153654
22.76237216,63.6693252
24.417157,61.006345
23.1133,63.4708
25.465053,61.823992
25.92587,62.34713
23.8621,63.35301
25.5268889,64.9141734
28.2424862,61.0530351
25.280397,61.877368
22.89460611,63.34328999
27.9565867,62.1065725
25.313498,61.597819
22.9829,63.8155
23.376203,63.681424
29.745913,61.723456
27.99866667,65.03983333
22.459209,60.460804
29.165257943,64.193599843
24.961908,60.183143
28.32959486,64.110441025
24.888959,60.23775
22.24092,60.50404
27.14399772,64.40149531
27.171717448,64.553253985
27.678208,64.21575
25.98479,60.931527
29.671304214,64.670801093
21.74375,62.476005
28.584021636,64.935649605
28.784362232,64.917763433
22.029347,62.466646
21.881204,62.157626
28.21126,61.042799
23.13789751,63.83978285
24.83441,60.25141
24.1415057,65.8430199
28.512842545,64.661204432
22.7735941,63.33151293
24.635991,60.160445
24.900132,60.202804
22.5158,63.6043
23.3962,63.4077
21.859875,62.380662
26.7715529,61.6528014
28.051863171,64.344092408
28.807841476,64.09165893
27.631731304,64.156787963
23.046098,60.855686
29.779208,62.61848
23.67,61.5185
27.6798372,64.095948205
22.324948,60.435902
23.54326179,63.35098785
21.374245,62.269181
29.94465995,64.53738449
26.763627822,64.350578542
28.684011651,64.068899586
23.519,63.3662
23.52484099,63.54099909
25.686636,61.504437
29.468376,62.567711
22.8814,63.8777
23.16987776,63.87029467
22.8669,63.6839
28.81943881,64.578683854
27.67163901,62.9171206
22.98511969,63.71083379
28.479009,61.359407
23.14688036,63.84539885
25.218301,60.473423
23.42365326,63.85936374
29.168208,61.453932
23.1676925,63.82075685
23.3971,63.9849
28.6495923,61.2729349
22.2609,63.422
23.77387555,63.38604533
22.85604114,63.24316525
23.793315567,61.403026342
28.7811282,61.291461
22.9016,63.7142
23.948255,63.563206
27.628298,61.191871
29.535391,61.534612
29.536109948,63.908964976
23.15992014,63.84609816
28.408711628,64.482750838
23.174,63.408
29.2005092,61.2951413
23.10775501,63.80775816
21.236272,62.388659
22.7407,63.6917
23.4911,63.4355
29.130378,61.263734
22.057765,62.427574
22.7618,63.7144
23.1572,63.8812
23.31487235,63.71069879
23.3593,63.9152
24.04188775,61.25543807
29.158975635,63.90092273
22.7653,63.6829
29.202819,62.183731
29.527265227,64.115923381
23.14001834,63.84687738
24.819348,60.258592
23.49315643,63.84721071
22.7766,63.8346
25.02943,60.24263
21.989779,62.707182
22.588364,61.599109
23.3858,64.0009
23.06495668,63.83645664
23.377,63.4247
24.97297,60.22509
23.04696097,63.35389775
23.276566,61.774947
22.356963,60.435606
22.22403946,60.49831967
25.87791,60.950297
24.000068,60.178601
26.409845,62.930372
22.19279,60.47095
29.08993287,64.32040913
23.5539,63.3957
28.46127726,63.872008344
23.5906939,63.89522616
25.5079969,64.9065213
23.03309118,63.37577923
28.548218042,64.061847375
23.436821,63.934242
26.54667507,64.44331171
27.875528299,64.425887683
23.0988,63.8631
29.032808663,65.393540066
27.003253629,64.186367326
22.3369,63.4584
29.456541168,64.138237317
27.691651033,64.247962162
22.2885,63.4138
22.47,63.4946
21.83848,61.51285
26.0383,61.2037
21.521754,62.251414
22.8199367,63.4611069
23.0152,63.8245
22.2210075,60.52027278
22.058626,60.48602
22.08707692,60.49271536
24.225025,60.135297
22.5642,60.6478
23.523998,60.094222
25.131247,62.662134
22.872,63.8316
23.42378405,63.79342067
26.438998009,64.508090314
21.318666,60.539203
29.495169,64.107536
25.877008,60.489355
22.11353551,60.51706473
23.08792457,63.82554671
24.09584035,61.10236934
24.978629,63.36065
23.6118,64.0391
22.09253351,60.49449086
22.12559,63.27116
22.916,63.8008
21.807041,61.50299
23.014971,62.004852
21.635277,63.118781
27.12141,65.401982
21.933689,62.127847
22.54516043,63.45694653
27.4756219,64.128334011
22.9526,63.765
25.246524,61.3495
25.733156,60.396876
23.571317,60.067873
21.738844,62.499312
25.816627,60.952579
28.748507946,65.33426858
29.251077,62.434982
29.082422429,65.15072822
26.259677,60.395969
22.975096,59.828951
23.19806014,63.82949532
23.826249,60.167993
23.64631,60.069772
22.20019992,60.4747234
23.4716,63.3688
28.52336667,64.24525
22.14192708,60.4798051
24.299474,60.477475
23.52699525,63.85252296
23.22645946,63.79195867
23.42779191,63.91834972
27.006383323,64.108737453
23.4763,63.3811
23.16381569,63.82974732
23.18976316,63.84372106
22.567912,62.136582
22.555554,63.571158
24.269654,65.841774
23.60971922,63.37430086
21.928696,60.38199839
29.09862204,64.495129448
27.186763,63.569916
23.043625,60.844027
23.35465096,63.77377867
23.097762,61.113204
22.28169,60.480253
23.09032961,61.12022076
22.392937,60.486123
23.36882346,63.80916667
25.693395,60.408798
21.220523,62.376837
23.441657,63.370324
27.897485291,64.27398065
28.03746392,64.2225023
23.1644,63.3434
24.052429129,62.009392516
25.093212,60.340185
28.939632284179627,61.86512352265554
29.32731866,64.84761615
27.699897988,64.452447884
21.17898,62.655146
23.1333,63.8729
21.4979,61.1411
28.454093057,64.170458637
27.211967403,64.131664391
21.7751,62.51711
26.4823,62.3028
23.53088331,63.45161665
22.62825,63.12352
27.98728587,64.38865365
29.37861443,64.269684156
21.710154,62.298402
22.94124,59.82669
24.233,60.5345
22.38589733,63.48259593
21.385295,62.47333
22.47591559,60.61285418
22.83365,63.24729
22.44288,62.289762
27.63787509,64.25162426
22.35862,63.391738
21.67188,63.00292
26.440701,60.36366
28.070517729,64.073406446
25.63865167,63.42652667
22.3648,60.3375
22.78289,62.494617
29.2704,61.933567
22.8842,60.5889
22.80600686,63.31587599
22.4317,60.444011
22.50041165587831,60.018257672835006
22.228075,62.460872
23.1175576,60.3800959
23.3029,59.93418
25.655994,60.413979
23.695045,60.077449
23.13035466,63.82058704
25.584819,61.013916
22.17883,60.49484
24.831741,61.115925
22.704395,63.533766
22.056856,60.490549
25.975971,60.938834
24.941422,60.241595
23.665036,60.058456
24.1370709,61.09673885
22.018345,60.44699
25.82227,60.953871
21.560497,62.380304
24.161122,60.281182
22.324219,60.446625
21.32402,62.74988
24.374156,61.058753
25.703845,60.795471
27.107297641,64.203352099
27.027294592,64.557145358
22.698113,60.852617
25.50446,60.983465
21.914892,62.718692
25.4766937,65.0136023
25.649965,60.941523
27.933691898,64.65360452
23.051524439,59.83708392
23.523628,61.081552
29.435976669,64.091925052
26.244484,60.401366
29.949704661,64.037286632
24.82886,60.468154
28.162963341,64.112790473
22.30626,60.61356
22.19861,60.48076
24.68499,60.37725
22.16467989,60.4908791
25.515468,61.183411
28.000641031,64.301749554
23.979442,60.38725
25.550594,61.171598
23.294878,59.908652
22.191267,60.552031
25.4698425,65.0113548
24.409475,61.054547
25.025203,60.324404
25.476415,60.991645
30.609777,62.482418
26.7232,60.8888
22.278584,60.308463
24.9598,60.2332
25.012779,63.618956
25.772724,60.952069
22.08902753,60.48971083
24.40572,60.976397
24.173098,60.264492
23.2363,63.899
21.6988,61.4872
24.459093901,61.350235069
24.5526971,63.1945214
25.445515,65.003852
26.106372,61.733827
25.65018,60.40507
23.62246,61.526066
22.476756,60.519834
22.666668,60.354413
28.029843,61.106928
24.91009,60.35852
21.58217,60.526951
22.03935,63.23368
25.631482,60.972433
22.3528729,60.4671519
23.484803,60.116628
23.279565,60.796428
25.784743,62.572719
21.48252,61.591924
24.515513,64.09402
23.553589,61.558324
22.519355,60.417102
21.535821,60.575811
22.10207378,60.47577164
22.19756555,60.4749162
22.16967126,60.47231454
24.464671547,61.276674396
23.13072,60.36772
23.913127,63.903606
26.234386,60.446832
25.0327566,63.13265333
23.69369,61.161782
21.4972813,61.1025581
23.7056,61.50373
22.13746543,60.5000705
26.451645,60.72113
22.928789,60.781174
23.663082,60.063714
25.683653,60.981009
23.916378,63.887069
22.111723,60.594164
22.503235,60.430656
21.597964,61.546178
25.096321,60.262097
24.755341,61.998462
22.14988343,60.46597278
27.727239,64.222535
23.943358185,60.613716754
21.664274,61.321365
28.31909,63.066603
22.512424,60.425096
21.958102,61.561265
24.353261854,61.258477838
28.94041,66.94203
30.0634,62.443882
27.212339,63.554654
22.90779211,63.83654916
24.657475,60.168183
24.75595,60.402223
22.753815,60.580166
22.65021108,63.40684356
26.10157689,66.9368897
26.74933,68.92373
21.479656,60.614962
23.108325,61.113945
22.05806,63.21295
22.1801614,60.46830533
26.1772,61.0832
23.763524,67.323603
30.01894,63.333357
21.516567,61.8714
25.608805008,62.310903259
21.896858,61.4510743
25.3882,61.9715
25.079556,61.742291
26.22586,63.251119
23.49553647,63.59061491
24.777603,64.008178
23.15988624,63.85285835
21.403483,60.81797
28.494053,62.97801
22.124467,60.55347
29.825703,61.892235
25.52963,60.984308
25.69588,60.39311
25.054235,60.166365
